Alignment name,Distance from boundary,Alignment position,Probability
HA-putativeLoki,0.09938456559251563,53-76,0.8333333333333334
HA-putativeLoki,-0.22484701198785473,176-192,0.7777777777777778
HA-putativeLoki,-0.41950847917564715,99-108,0.7142857142857143
IF2-EFTU_Ploop,22.88223320346883,132-176,1.0
IF2-EFTU_Ploop,8.696999131755042,33-58,1.0
IF2-EFTU_Ploop,0.3537736050688167,112-126,0.8646026378253961
IF2-EFTU_Ploop,-0.48048977621899525,209-222,0.7142857142857143
N-struc_bS01-RNAP7Ca,0.17288178137548016,518-537,0.8333333333333334
N-struc_bS01-RNAP7Ca,-0.5336551026780754,566-576,0.5387130357449211
aIF5-bEFTU,19.060541413914642,156-202,1.0
aIF5-bEFTU,6.838366319301976,39-63,1.0
aIF5-bEFTU,0.08927165072261545,141-149,0.8333333333333334
aIF5-bEFTU,-0.07026348628433254,596-608,0.7777777777777778
aIF5-bEFTU,-0.22489048643218013,653-667,0.7777777777777778
aIF5-bEFTU,-0.37747635522294587,335-346,0.7191177651070378
aL08-aL30,7.470423232448063,54-90,1.0
aL08-aL30,0.8168995792503111,94-118,0.8888888888888888
aL08-aL30,-0.38912463161211264,124-136,0.7142857142857143
aL08-eS12,17.829702129201813,59-122,1.0
aL08-eS12,0.17765295444674933,135-153,0.8333333333333334
aL30-eS12,5.873800330377264,41-82,1.0
aL30-eS12,0.47289319439991573,131-155,0.8888888888888888
aL30-eS12,-0.44057606210321865,99-119,0.7142857142857143
aL37-bL34,7.780700720130792,68-98,1.0
aaTRNAS_Y-W,1.455356603872609,140-169,1.0
aaTRNAS_Y-W,-0.3563349594884997,293-307,0.7354264001679522
aaTRNAS_Y-W,-0.473247940139224,592-596,0.7142857142857143
aeL14-eL27,6.291350282987935,14-40,1.0
aeL14-eL27,-0.11940326589932226,87-100,0.7777777777777778
bL27-uL16a,0.025872242619811914,54-76,0.8011153154921927
bL27-uL16b,-0.43818182326237576,16-41,0.7142857142857143
bL27CP-uL16a-43,-0.020008177059608556,69-88,0.7777777777777778
casp9-mcasp_struct,1.0463387388601788,389-421,0.8888888888888888
casp9-mcasp_struct,0.4074606687951885,436-458,0.8838757068954693
casp9-mcasp_struct,0.09163086978435331,487-513,0.8333333333333334
casp9-mcasp_struct,0.09197653124534355,534-553,0.8333333333333334
seq-bS01-RNAP7Ca,3.4757615253523113,550-569,1.0
seq-bS01-RNAP7Ca,0.5710301053368099,577-586,0.8888888888888888
seq-bS01-RNAP7Ca,0.24158614374488252,609-625,0.8333333333333334
seq-bS01-RNAP7Ca,-0.45608068643806376,642-649,0.7142857142857143
uL02b-bL34,1.4019061850930896,321-347,1.0
uL03a-aIF5,-0.13523496695471238,320-340,0.7777777777777778
uL03a-aIF5,-0.47965078908654846,511-525,0.7142857142857143
uL03a-aRNAPA,0.9856435655510438,23-49,0.8888888888888888
uL03a-aRNAPB-ClustalW,0.2128096720838073,564-584,0.8333333333333334
uL03a-aRNAPB-ClustalW,-0.06472734428502491,117-134,0.7777777777777778
uL03a-aRNAPB-ClustalW,-0.5308366365773836,389-405,0.5660627062140327
uL03a-aRNPA-ClustalW,0.04158744267837733,385-397,0.8112890858985138
uL03a-aRNPA-full,-0.0401491922471493,878-893,0.7777777777777778
uL03a-aRNPA-full,-0.03735050982196242,396-406,0.7777777777777778
uL03a-aRNPA-full,-0.1951011831692142,1134-1148,0.7777777777777778
uL03a-aRNPA-full,-0.4652277470291608,655-669,0.7142857142857143
uL03b-aIF5,-0.27717994225976383,86-97,0.7777777777777778
uL03b-aRNAPA2,0.12184794050988046,75-99,0.8333333333333334
uL03b-aRNAPA2,-0.48225859257210857,505-527,0.7142857142857143
uL03b-aRNAPB-ClustalW,-0.37422900424078165,577-588,0.721622796598243
uL14a-aS08,-0.4285943272378461,203-217,0.7142857142857143
uL30b-aL30,-0.030144784435172767,49-72,0.7777777777777778
